country,number_of_hours,low_upper_band,medium_upper_band
Sao Tome and Principe,5,800,1616
Sao Tome and Principe,6,959,1939
Sao Tome and Principe,7,1119,2262
Sao Tome and Principe,8,1279,2585
Sao Tome and Principe,9,1439,2908
Sao Tome and Principe,10,1599,3231
Sao Tome and Principe,11,1759,3555
Sao Tome and Principe,12,1918,3878
Sao Tome and Principe,13,2078,4201
Sao Tome and Principe,14,2238,4524
Sao Tome and Principe,15,2398,4847
Sao Tome and Principe,16,2558,5170
Sao Tome and Principe,17,2717,5493
Sao Tome and Principe,18,2877,5816
Sao Tome and Principe,19,3037,6139
Sao Tome and Principe,20,3197,6462
Sao Tome and Principe,21,3357,6785
Sao Tome and Principe,22,3517,7109
Sao Tome and Principe,23,3676,7432
Sao Tome and Principe,24,3836,7755
Saudi Arabia,1,178,360
Saudi Arabia,2,356,719
Saudi Arabia,3,533,1078
Saudi Arabia,4,711,1437
Saudi Arabia,5,889,1796
Saudi Arabia,6,1066,2155
Saudi Arabia,7,1244,2514
Saudi Arabia,8,1422,2874
Saudi Arabia,9,1599,3233
Saudi Arabia,10,1777,3592
Saudi Arabia,11,1955,3951
Saudi Arabia,12,2132,4310
Saudi Arabia,13,2310,4669
Saudi Arabia,14,2488,5028
Saudi Arabia,15,2665,5388
Saudi Arabia,16,2843,5747
Saudi Arabia,17,3021,6106
Saudi Arabia,18,3198,6465
Saudi Arabia,19,3376,6824
Saudi Arabia,20,3554,7183
Saudi Arabia,21,3731,7542
Saudi Arabia,22,3909,7902
Saudi Arabia,23,4087,8261
Saudi Arabia,24,4264,8620
Senegal,1,175,353
Senegal,2,349,705
Senegal,3,523,1057
Senegal,4,697,1409
Senegal,5,872,1761
Senegal,6,1046,2114
Senegal,7,1220,2466
Senegal,8,1394,2818
Senegal,9,1568,3170
Senegal,10,1743,3522
Senegal,11,1917,3875
Senegal,12,2091,4227
Senegal,13,2265,4579
Senegal,14,2439,4931
Senegal,15,2614,5283
Senegal,16,2788,5635
Senegal,17,2962,5988
Senegal,18,3136,6340
Senegal,19,3311,6692
Senegal,20,3485,7044
Senegal,21,3659,7396
Senegal,22,3833,7749
Senegal,23,4007,8101
Senegal,24,4182,8453
Serbia,1,203,410
Serbia,2,405,819
Serbia,3,608,1228
Serbia,4,810,1637
Serbia,5,1013,2046
Serbia,6,1215,2456
Serbia,7,1417,2865
Serbia,8,1620,3274
Serbia,9,1822,3683
Serbia,10,2025,4092
Serbia,11,2227,4501
Serbia,12,2429,4911
Serbia,13,2632,5320
Serbia,14,2834,5729
Serbia,15,3037,6138
Serbia,16,3239,6547
Serbia,17,3441,6956
Serbia,18,3644,7366
Serbia,19,3846,7775
Serbia,20,4049,8184
Serbia,21,4251,8593
Serbia,22,4453,9002
Serbia,23,4656,9411
Serbia,24,4858,9821
Seychelles,1,179,362
Seychelles,2,358,723
Seychelles,3,537,1084
Seychelles,4,715,1445
Seychelles,5,894,1807
Seychelles,6,1073,2168
Seychelles,7,1251,2529
Seychelles,8,1430,2890
Seychelles,9,1609,3251
Seychelles,10,1787,3613
Seychelles,11,1966,3974
Seychelles,12,2145,4335
Seychelles,13,2323,4696
Seychelles,14,2502,5057
Seychelles,15,2681,5419
Seychelles,16,2859,5780
Seychelles,17,3038,6141
Seychelles,18,3217,6502
Seychelles,19,3395,6864
Seychelles,20,3574,7225
Seychelles,21,3753,7586
Seychelles,22,3931,7947
Seychelles,23,4110,8308
Seychelles,24,4289,8670
Sierra Leone,1,28,55
Sierra Leone,2,55,110
Sierra Leone,3,82,165
Sierra Leone,4,109,219
Sierra Leone,5,136,274
Sierra Leone,6,163,329
Sierra Leone,7,190,383
Sierra Leone,8,217,438
Sierra Leone,9,244,493
Sierra Leone,10,271,547
Sierra Leone,11,298,602
Sierra Leone,12,325,657
Sierra Leone,13,352,711
Sierra Leone,14,379,766
Sierra Leone,15,406,821
Sierra Leone,16,433,876
Sierra Leone,17,460,930
Sierra Leone,18,487,985
Sierra Leone,19,514,1040
Sierra Leone,20,542,1094
Sierra Leone,21,569,1149
Sierra Leone,22,596,1204
Sierra Leone,23,623,1258
Sierra Leone,24,650,1313
Singapore,1,179,361
Singapore,2,358,722
Singapore,3,536,1083
Singapore,4,715,1444
Singapore,5,893,1805
Singapore,6,1072,2166
Singapore,7,1250,2526
Singapore,8,1429,2887
Singapore,9,1607,3248
Singapore,10,1786,3609
Singapore,11,1964,3970
Singapore,12,2143,4331
Singapore,13,2321,4692
Singapore,14,2500,5052
Singapore,15,2678,5413
Singapore,16,2857,5774
Singapore,17,3035,6135
Singapore,18,3214,6496
Singapore,19,3392,6857
Singapore,20,3571,7218
Singapore,21,3749,7578
Singapore,22,3928,7939
Singapore,23,4106,8300
Singapore,24,4285,8661
Slovakia,1,318,643
Slovakia,2,636,1286
Slovakia,3,954,1929
Slovakia,4,1272,2572
Slovakia,5,1590,3214
Slovakia,6,1908,3857
Slovakia,7,2226,4500
Slovakia,8,2544,5143
Slovakia,9,2862,5785
Slovakia,10,3180,6428
Slovakia,11,3498,7071
Slovakia,12,3816,7714
Slovakia,13,4134,8356
Slovakia,14,4452,8999
Slovakia,15,4770,9642
Slovakia,16,5088,10285
Slovakia,17,5406,10928
Slovakia,18,5724,11570
Slovakia,19,6042,12213
Slovakia,20,6360,12856
Slovakia,21,6678,13499
Slovakia,22,6995,14141
Slovakia,23,7313,14784
Slovakia,24,7631,15427
Slovenia,1,274,552
Slovenia,2,547,1104
Slovenia,3,820,1656
Slovenia,4,1093,2208
Slovenia,5,1366,2760
Slovenia,6,1639,3312
Slovenia,7,1912,3864
Slovenia,8,2185,4416
Slovenia,9,2458,4968
Slovenia,10,2731,5520
Slovenia,11,3004,6072
Slovenia,12,3277,6624
Slovenia,13,3550,7176
Slovenia,14,3823,7728
Slovenia,15,4096,8280
Slovenia,16,4369,8832
Slovenia,17,4642,9383
Slovenia,18,4915,9935
Slovenia,19,5188,10487
Slovenia,20,5461,11039
Slovenia,21,5734,11591
Slovenia,22,6007,12143
Slovenia,23,6280,12695
Slovenia,24,6553,13247
Solomon Islands,1,178,359
Solomon Islands,2,356,718
Solomon Islands,3,533,1077
Solomon Islands,4,711,1436
Solomon Islands,5,888,1795
Solomon Islands,6,1066,2154
Solomon Islands,7,1244,2513
Solomon Islands,8,1421,2872
Solomon Islands,9,1599,3231
Solomon Islands,10,1776,3590
Solomon Islands,11,1954,3949
Solomon Islands,12,2131,4308
Solomon Islands,13,2309,4667
Solomon Islands,14,2487,5026
Solomon Islands,15,2664,5385
Solomon Islands,16,2842,5744
Solomon Islands,17,3019,6103
Solomon Islands,18,3197,6462
Solomon Islands,19,3375,6821
Solomon Islands,20,3552,7180
Solomon Islands,21,3730,7539
Solomon Islands,22,3907,7898
Solomon Islands,23,4085,8257
Solomon Islands,24,4262,8616
Somalia,1,176,356
Somalia,2,352,711
Somalia,3,528,1067
Somalia,4,704,1422
Somalia,5,880,1778
Somalia,6,1056,2133
Somalia,7,1231,2489
Somalia,8,1407,2844
Somalia,9,1583,3200
Somalia,10,1759,3555
Somalia,11,1935,3911
Somalia,12,2111,4266
Somalia,13,2287,4622
Somalia,14,2462,4977
Somalia,15,2638,5333
Somalia,16,2814,5688
Somalia,17,2990,6044
Somalia,18,3166,6399
Somalia,19,3342,6755
Somalia,20,3518,7110
Somalia,21,3693,7466
Somalia,22,3869,7821
Somalia,23,4045,8177
Somalia,24,4221,8532
South Africa,1,273,551
South Africa,2,546,1102
South Africa,3,818,1653
South Africa,4,1091,2204
South Africa,5,1363,2755
South Africa,6,1636,3306
South Africa,7,1908,3857
South Africa,8,2181,4408
South Africa,9,2453,4958
South Africa,10,2726,5509
South Africa,11,2998,6060
South Africa,12,3271,6611
South Africa,13,3543,7162
South Africa,14,3816,7713
South Africa,15,4088,8264
South Africa,16,4361,8815
South Africa,17,4633,9365
South Africa,18,4906,9916
South Africa,19,5178,10467
South Africa,20,5451,11018
South Africa,21,5723,11569
South Africa,22,5996,12120
South Africa,23,6268,12671
South Africa,24,6541,13222
South America,1,61,123
South America,2,121,245
South America,3,182,367
South America,4,242,489
South America,5,303,611
South America,6,363,733
South America,7,423,856
South America,8,484,978
South America,9,544,1100
South America,10,605,1222
South America,11,665,1344
South America,12,726,1466
South America,13,786,1588
South America,14,846,1711
South America,15,907,1833
South America,16,967,1955
South America,17,1028,2077
South America,18,1088,2199
South America,19,1148,2321
South America,20,1209,2443
South America,21,1269,2566
South America,22,1330,2688
South America,23,1390,2810
South America,24,1451,2932
South Korea,1,289,583
South Korea,2,577,1165
South Korea,3,865,1748
South Korea,4,1153,2330
South Korea,5,1441,2913
South Korea,6,1729,3495
South Korea,7,2017,4078
South Korea,8,2305,4660
South Korea,9,2594,5243
South Korea,10,2882,5825
South Korea,11,3170,6407
South Korea,12,3458,6990
South Korea,13,3746,7572
South Korea,14,4034,8155
South Korea,15,4322,8737
South Korea,16,4610,9320
South Korea,17,4899,9902
South Korea,18,5187,10485
South Korea,19,5475,11067
South Korea,20,5763,11650
South Korea,21,6051,12232
South Korea,22,6339,12814
South Korea,23,6627,13397
South Korea,24,6915,13979
South and Central America (EI),1,69,138
South and Central America (EI),2,137,276
South and Central America (EI),3,205,413
South and Central America (EI),4,273,551
South and Central America (EI),5,341,689
South and Central America (EI),6,409,826
South and Central America (EI),7,477,964
South and Central America (EI),8,545,1102
South and Central America (EI),9,613,1239
South and Central America (EI),10,681,1377
South and Central America (EI),11,749,1515
South and Central America (EI),12,818,1652
South and Central America (EI),13,886,1790
South and Central America (EI),14,954,1928
South and Central America (EI),15,1022,2065
South and Central America (EI),16,1090,2203
South and Central America (EI),17,1158,2340
South and Central America (EI),18,1226,2478
South and Central America (EI),19,1294,2616
South and Central America (EI),20,1362,2753
South and Central America (EI),21,1430,2891
South and Central America (EI),22,1498,3029
South and Central America (EI),23,1567,3166
South and Central America (EI),24,1635,3304
Spain,1,189,382
Spain,2,378,764
Spain,3,567,1146
Spain,4,756,1528
Spain,5,945,1910
Spain,6,1134,2292
Spain,7,1323,2673
Spain,8,1512,3055
Spain,9,1700,3437
Spain,10,1889,3819
Spain,11,2078,4201
Spain,12,2267,4583
Spain,13,2456,4965
Spain,14,2645,5346
Spain,15,2834,5728
Spain,16,3023,6110
Spain,17,3212,6492
Spain,18,3400,6874
Spain,19,3589,7256
Spain,20,3778,7637
Spain,21,3967,8019
Spain,22,4156,8401
Spain,23,4345,8783
Spain,24,4534,9165
Sri Lanka,1,13,26
Sri Lanka,2,26,52
Sri Lanka,3,39,78
Sri Lanka,4,52,104
Sri Lanka,5,64,130
Sri Lanka,6,77,155
Sri Lanka,7,90,181
Sri Lanka,8,103,207
Sri Lanka,9,115,233
Sri Lanka,10,128,259
Sri Lanka,11,141,284
Sri Lanka,12,154,310
Sri Lanka,13,166,336
Sri Lanka,14,179,362
Sri Lanka,15,192,388
Sri Lanka,16,205,414
Sri Lanka,17,218,439
Sri Lanka,18,230,465
Sri Lanka,19,243,491
Sri Lanka,20,256,517
Sri Lanka,21,269,543
Sri Lanka,22,281,568
Sri Lanka,23,294,594
Sri Lanka,24,307,620
Suriname,1,91,182
Suriname,2,181,364
Suriname,3,271,546
Suriname,4,361,728
Suriname,5,451,910
Suriname,6,541,1092
Suriname,7,631,1274
Suriname,8,721,1456
Suriname,9,811,1638
Suriname,10,901,1820
Suriname,11,991,2002
Suriname,12,1081,2184
Suriname,13,1171,2366
Suriname,14,1261,2548
Suriname,15,1351,2730
Suriname,16,1441,2912
Suriname,17,1531,3094
Suriname,18,1621,3276
Suriname,19,1711,3458
Suriname,20,1801,3640
Suriname,21,1891,3822
Suriname,22,1981,4004
Suriname,23,2071,4186
Suriname,24,2161,4368
Sweden,1,154,310
Sweden,2,307,620
Sweden,3,460,930
Sweden,4,613,1240
Sweden,5,767,1549
Sweden,6,920,1859
Sweden,7,1073,2169
Sweden,8,1226,2479
Sweden,9,1380,2789
Sweden,10,1533,3098
Sweden,11,1686,3408
Sweden,12,1839,3718
Sweden,13,1993,4028
Sweden,14,2146,4338
Sweden,15,2299,4647
Sweden,16,2452,4957
Sweden,17,2606,5267
Sweden,18,2759,5577
Sweden,19,2912,5887
Sweden,20,3065,6196
Sweden,21,3219,6506
Sweden,22,3372,6816
Sweden,23,3525,7126
Sweden,24,3678,7436
Switzerland,1,196,396
Switzerland,2,391,791
Switzerland,3,587,1186
Switzerland,4,782,1581
Switzerland,5,978,1976
Switzerland,6,1173,2372
Switzerland,7,1369,2767
Switzerland,8,1564,3162
Switzerland,9,1760,3557
Switzerland,10,1955,3952
Switzerland,11,2151,4348
Switzerland,12,2346,4743
Switzerland,13,2542,5138
Switzerland,14,2737,5533
Switzerland,15,2933,5928
Switzerland,16,3128,6324
Switzerland,17,3324,6719
Switzerland,18,3519,7114
Switzerland,19,3715,7509
Switzerland,20,3910,7904
Switzerland,21,4106,8300
Switzerland,22,4301,8695
Switzerland,23,4497,9090
Switzerland,24,4692,9485
Taiwan,1,242,489
Taiwan,2,484,978
Taiwan,3,726,1466
Taiwan,4,967,1955
Taiwan,5,1209,2444
Taiwan,6,1451,2932
Taiwan,7,1692,3421
Taiwan,8,1934,3910
Taiwan,9,2176,4398
Taiwan,10,2418,4887
Taiwan,11,2659,5375
Taiwan,12,2901,5864
Taiwan,13,3143,6353
Taiwan,14,3384,6841
Taiwan,15,3626,7330
Taiwan,16,3868,7819
Taiwan,17,4110,8307
Taiwan,18,4351,8796
Taiwan,19,4593,9285
Taiwan,20,4835,9773
Taiwan,21,5076,10262
Taiwan,22,5318,10750
Taiwan,23,5560,11239
Taiwan,24,5802,11728
Tajikistan,1,22,45
Tajikistan,2,44,89
Tajikistan,3,66,133
Tajikistan,4,88,177
Tajikistan,5,110,221
Tajikistan,6,132,266
Tajikistan,7,154,310
Tajikistan,8,175,354
Tajikistan,9,197,398
Tajikistan,10,219,442
Tajikistan,11,241,487
Tajikistan,12,263,531
Tajikistan,13,285,575
Tajikistan,14,307,619
Tajikistan,15,328,663
Tajikistan,16,350,708
Tajikistan,17,372,752
Tajikistan,18,394,796
Tajikistan,19,416,840
Tajikistan,20,438,884
Tajikistan,21,460,929
Tajikistan,22,481,973
Tajikistan,23,503,1017
Tajikistan,24,525,1061
Tanzania,1,116,234
Tanzania,2,232,468
Tanzania,3,348,702
Tanzania,4,463,936
Tanzania,5,579,1170
Tanzania,6,695,1404
Tanzania,7,810,1638
Tanzania,8,926,1872
Tanzania,9,1042,2106
Tanzania,10,1158,2340
Tanzania,11,1273,2574
Tanzania,12,1389,2807
Tanzania,13,1505,3041
Tanzania,14,1620,3275
Tanzania,15,1736,3509
Tanzania,16,1852,3743
Tanzania,17,1968,3977
Tanzania,18,2083,4211
Tanzania,19,2199,4445
Tanzania,20,2315,4679
Tanzania,21,2430,4913
Tanzania,22,2546,5147
Tanzania,23,2662,5381
Tanzania,24,2778,5614
Thailand,1,195,394
Thailand,2,389,787
Thailand,3,584,1180
Thailand,4,778,1573
Thailand,5,973,1966
Thailand,6,1167,2359
Thailand,7,1362,2752
Thailand,8,1556,3145
Thailand,9,1751,3538
Thailand,10,1945,3932
Thailand,11,2140,4325
Thailand,12,2334,4718
Thailand,13,2528,5111
Thailand,14,2723,5504
Thailand,15,2917,5897
Thailand,16,3112,6290
Thailand,17,3306,6683
Thailand,18,3501,7076
Thailand,19,3695,7469
Thailand,20,3890,7863
Thailand,21,4084,8256
Thailand,22,4279,8649
Thailand,23,4473,9042
Thailand,24,4667,9435
Togo,1,137,276
Togo,2,273,552
Togo,3,410,828
Togo,4,546,1104
Togo,5,683,1379
Togo,6,819,1655
Togo,7,955,1931
Togo,8,1092,2207
Togo,9,1228,2482
Togo,10,1365,2758
Togo,11,1501,3034
Togo,12,1637,3310
Togo,13,1774,3585
Togo,14,1910,3861
Togo,15,2047,4137
Togo,16,2183,4413
Togo,17,2319,4688
Togo,18,2456,4964
Togo,19,2592,5240
Togo,20,2729,5516
Togo,21,2865,5791
Togo,22,3001,6067
Togo,23,3138,6343
Togo,24,3274,6619
Tonga,1,183,368
Tonga,2,365,736
Tonga,3,547,1104
Tonga,4,729,1472
Tonga,5,911,1840
Tonga,6,1093,2208
Tonga,7,1275,2576
Tonga,8,1457,2944
Tonga,9,1639,3312
Tonga,10,1821,3680
Tonga,11,2003,4048
Tonga,12,2185,4416
Tonga,13,2367,4784
Tonga,14,2549,5152
Tonga,15,2731,5520
Tonga,16,2913,5888
Tonga,17,3095,6256
Tonga,18,3277,6624
Tonga,19,3459,6992
Tonga,20,3641,7360
Tonga,21,3823,7728
Tonga,22,4005,8096
Tonga,23,4187,8464
Tonga,24,4369,8832
Trinidad and Tobago,1,1,1
Trinidad and Tobago,2,1,1
Trinidad and Tobago,3,1,1
Trinidad and Tobago,4,1,2
Trinidad and Tobago,5,1,2
Trinidad and Tobago,6,1,2
Trinidad and Tobago,7,1,2
Trinidad and Tobago,8,2,3
Trinidad and Tobago,9,2,3
Trinidad and Tobago,10,2,3
Trinidad and Tobago,11,2,3
Trinidad and Tobago,12,2,4
Trinidad and Tobago,13,2,4
Trinidad and Tobago,14,2,4
Trinidad and Tobago,15,2,4
Trinidad and Tobago,16,3,5
Trinidad and Tobago,17,3,5
Trinidad and Tobago,18,3,5
Trinidad and Tobago,19,3,5
Trinidad and Tobago,20,3,6
Trinidad and Tobago,21,3,6
Trinidad and Tobago,22,3,6
Trinidad and Tobago,23,3,6
Trinidad and Tobago,24,4,7
Tunisia,1,175,352
Tunisia,2,349,704
Tunisia,3,523,1056
Tunisia,4,697,1408
Tunisia,5,871,1760
Tunisia,6,1045,2112
Tunisia,7,1219,2464
Tunisia,8,1393,2816
Tunisia,9,1567,3168
Tunisia,10,1741,3520
Tunisia,11,1915,3872
Tunisia,12,2090,4224
Tunisia,13,2264,4576
Tunisia,14,2438,4928
Tunisia,15,2612,5280
Tunisia,16,2786,5631
Tunisia,17,2960,5983
Tunisia,18,3134,6335
Tunisia,19,3308,6687
Tunisia,20,3482,7039
Tunisia,21,3656,7391
Tunisia,22,3830,7743
Tunisia,23,4005,8095
Tunisia,24,4179,8447
Turkey,1,166,336
Turkey,2,332,671
Turkey,3,498,1007
Turkey,4,664,1342
Turkey,5,830,1677
Turkey,6,996,2013
Turkey,7,1162,2348
Turkey,8,1328,2683
Turkey,9,1493,3019
Turkey,10,1659,3354
Turkey,11,1825,3689
Turkey,12,1991,4025
Turkey,13,2157,4360
Turkey,14,2323,4695
Turkey,15,2489,5031
Turkey,16,2655,5366
Turkey,17,2820,5701
Turkey,18,2986,6037
Turkey,19,3152,6372
Turkey,20,3318,6707
Turkey,21,3484,7043
Turkey,22,3650,7378
Turkey,23,3816,7713
Turkey,24,3982,8049
Turkmenistan,1,1,1
Turkmenistan,2,1,1
Turkmenistan,3,1,1
Turkmenistan,4,1,1
Turkmenistan,5,1,1
Turkmenistan,6,1,1
Turkmenistan,7,1,1
Turkmenistan,8,1,1
Turkmenistan,9,1,1
Turkmenistan,10,1,1
Turkmenistan,11,1,1
Turkmenistan,12,1,2
Turkmenistan,13,1,2
Turkmenistan,14,1,2
Turkmenistan,15,1,2
Turkmenistan,16,1,2
Turkmenistan,17,1,2
Turkmenistan,18,1,2
Turkmenistan,19,1,2
Turkmenistan,20,1,2
Turkmenistan,21,1,2
Turkmenistan,22,1,2
Turkmenistan,23,1,2
Turkmenistan,24,2,3
Turks and Caicos Islands,1,178,359
Turks and Caicos Islands,2,356,718
Turks and Caicos Islands,3,533,1077
Turks and Caicos Islands,4,711,1436
Turks and Caicos Islands,5,888,1795
Turks and Caicos Islands,6,1066,2154
Turks and Caicos Islands,7,1244,2513
Turks and Caicos Islands,8,1421,2872
Turks and Caicos Islands,9,1599,3231
Turks and Caicos Islands,10,1776,3590
Turks and Caicos Islands,11,1954,3949
Turks and Caicos Islands,12,2131,4308
Turks and Caicos Islands,13,2309,4667
Turks and Caicos Islands,14,2487,5026
Turks and Caicos Islands,15,2664,5385
Turks and Caicos Islands,16,2842,5744
Turks and Caicos Islands,17,3019,6103
Turks and Caicos Islands,18,3197,6462
Turks and Caicos Islands,19,3375,6821
Turks and Caicos Islands,20,3552,7180
Turks and Caicos Islands,21,3730,7539
Turks and Caicos Islands,22,3907,7898
Turks and Caicos Islands,23,4085,8257
Turks and Caicos Islands,24,4262,8616
Uganda,1,19,38
Uganda,2,38,76
Uganda,3,56,113
Uganda,4,75,151
Uganda,5,93,188
Uganda,6,112,226
Uganda,7,131,263
Uganda,8,149,301
Uganda,9,168,338
Uganda,10,186,376
Uganda,11,205,414
Uganda,12,223,451
Uganda,13,242,489
Uganda,14,261,526
Uganda,15,279,564
Uganda,16,298,601
Uganda,17,316,639
Uganda,18,335,676
Uganda,19,353,714
Uganda,20,372,752
Uganda,21,391,789
Uganda,22,409,827
Uganda,23,428,864
Uganda,24,446,902
Ukraine,1,332,670
Ukraine,2,663,1339
Ukraine,3,994,2009
Ukraine,4,1325,2678
Ukraine,5,1656,3348
Ukraine,6,1987,4017
Ukraine,7,2319,4687
Ukraine,8,2650,5356
Ukraine,9,2981,6026
Ukraine,10,3312,6695
Ukraine,11,3643,7365
Ukraine,12,3974,8034
Ukraine,13,4306,8704
Ukraine,14,4637,9373
Ukraine,15,4968,10043
Ukraine,16,5299,10712
Ukraine,17,5630,11382
Ukraine,18,5961,12051
Ukraine,19,6293,12721
Ukraine,20,6624,13390
Ukraine,21,6955,14059
Ukraine,22,7286,14729
Ukraine,23,7617,15398
Ukraine,24,7948,16068
United Arab Emirates,1,214,431
United Arab Emirates,2,427,862
United Arab Emirates,3,640,1293
United Arab Emirates,4,853,1723
United Arab Emirates,5,1066,2154
United Arab Emirates,6,1279,2585
United Arab Emirates,7,1492,3015
United Arab Emirates,8,1705,3446
United Arab Emirates,9,1918,3877
United Arab Emirates,10,2131,4307
United Arab Emirates,11,2344,4738
United Arab Emirates,12,2557,5169
United Arab Emirates,13,2770,5600
United Arab Emirates,14,2983,6030
United Arab Emirates,15,3196,6461
United Arab Emirates,16,3409,6892
United Arab Emirates,17,3622,7322
United Arab Emirates,18,3835,7753
United Arab Emirates,19,4048,8184
United Arab Emirates,20,4261,8614
United Arab Emirates,21,4475,9045
United Arab Emirates,22,4688,9476
United Arab Emirates,23,4901,9907
United Arab Emirates,24,5114,10337
United Kingdom,1,178,359
United Kingdom,2,355,717
United Kingdom,3,532,1076
United Kingdom,4,710,1434
United Kingdom,5,887,1793
United Kingdom,6,1064,2151
United Kingdom,7,1242,2510
United Kingdom,8,1419,2868
United Kingdom,9,1596,3227
United Kingdom,10,1774,3585
United Kingdom,11,1951,3944
United Kingdom,12,2128,4302
United Kingdom,13,2306,4661
United Kingdom,14,2483,5019
United Kingdom,15,2660,5378
United Kingdom,16,2838,5736
United Kingdom,17,3015,6095
United Kingdom,18,3192,6453
United Kingdom,19,3370,6812
United Kingdom,20,3547,7170
United Kingdom,21,3724,7529
United Kingdom,22,3902,7887
United Kingdom,23,4079,8246
United Kingdom,24,4256,8604
USA,1,221,445
USA,2,441,890
USA,3,661,1335
USA,4,881,1780
USA,5,1101,2225
USA,6,1321,2669
USA,7,1541,3114
USA,8,1761,3559
USA,9,1981,4004
USA,10,2201,4449
USA,11,2421,4893
USA,12,2641,5338
USA,13,2861,5783
USA,14,3081,6228
USA,15,3301,6673
USA,16,3521,7117
USA,17,3741,7562
USA,18,3961,8007
USA,19,4181,8452
USA,20,4401,8897
USA,21,4621,9342
USA,22,4841,9786
USA,23,5061,10231
USA,24,5281,10676
United States Virgin Islands,1,179,362
United States Virgin Islands,2,358,723
United States Virgin Islands,3,536,1084
United States Virgin Islands,4,715,1445
United States Virgin Islands,5,893,1806
United States Virgin Islands,6,1072,2167
United States Virgin Islands,7,1251,2528
United States Virgin Islands,8,1429,2889
United States Virgin Islands,9,1608,3250
United States Virgin Islands,10,1786,3611
United States Virgin Islands,11,1965,3972
United States Virgin Islands,12,2144,4333
United States Virgin Islands,13,2322,4694
United States Virgin Islands,14,2501,5055
United States Virgin Islands,15,2679,5416
United States Virgin Islands,16,2858,5777
United States Virgin Islands,17,3037,6138
United States Virgin Islands,18,3215,6499
United States Virgin Islands,19,3394,6860
United States Virgin Islands,20,3572,7221
United States Virgin Islands,21,3751,7583
United States Virgin Islands,22,3930,7944
United States Virgin Islands,23,4108,8305
United States Virgin Islands,24,4287,8666
Upper-middle-income countries,1,192,387
Upper-middle-income countries,2,383,774
Upper-middle-income countries,3,575,1161
Upper-middle-income countries,4,766,1548
Upper-middle-income countries,5,957,1935
Upper-middle-income countries,6,1149,2322
Upper-middle-income countries,7,1340,2709
Upper-middle-income countries,8,1532,3096
Upper-middle-income countries,9,1723,3483
Upper-middle-income countries,10,1914,3869
Upper-middle-income countries,11,2106,4256
Upper-middle-income countries,12,2297,4643
Upper-middle-income countries,13,2488,5030
Upper-middle-income countries,14,2680,5417
Upper-middle-income countries,15,2871,5804
Upper-middle-income countries,16,3063,6191
Upper-middle-income countries,17,3254,6578
Upper-middle-income countries,18,3445,6965
Upper-middle-income countries,19,3637,7351
Upper-middle-income countries,20,3828,7738
Upper-middle-income countries,21,4019,8125
Upper-middle-income countries,22,4211,8512
Upper-middle-income countries,23,4402,8899
Upper-middle-income countries,24,4594,9286
Uruguay,1,69,139
Uruguay,2,137,277
Uruguay,3,206,416
Uruguay,4,274,554
Uruguay,5,343,693
Uruguay,6,411,831
Uruguay,7,480,969
Uruguay,8,548,1108
Uruguay,9,617,1246
Uruguay,10,685,1385
Uruguay,11,754,1523
Uruguay,12,822,1662
Uruguay,13,891,1800
Uruguay,14,959,1938
Uruguay,15,1028,2077
Uruguay,16,1096,2215
Uruguay,17,1165,2354
Uruguay,18,1233,2492
Uruguay,19,1301,2631
Uruguay,20,1370,2769
Uruguay,21,1438,2907
Uruguay,22,1507,3046
Uruguay,23,1575,3184
Uruguay,24,1644,3323
Uzbekistan,1,1,2
Uzbekistan,2,2,3
Uzbekistan,3,2,4
Uzbekistan,4,3,5
Uzbekistan,5,3,6
Uzbekistan,6,4,7
Uzbekistan,7,4,8
Uzbekistan,8,5,9
Uzbekistan,9,5,11
Uzbekistan,10,6,12
Uzbekistan,11,7,13
Uzbekistan,12,7,14
Uzbekistan,13,8,15
Uzbekistan,14,8,16
Uzbekistan,15,9,17
Uzbekistan,16,9,18
Uzbekistan,17,10,20
Uzbekistan,18,10,21
Uzbekistan,19,11,22
Uzbekistan,20,12,23
Uzbekistan,21,12,24
Uzbekistan,22,13,25
Uzbekistan,23,13,26
Uzbekistan,24,14,27
Vanuatu,1,190,383
Vanuatu,2,379,765
Vanuatu,3,568,1147
Vanuatu,4,757,1529
Vanuatu,5,946,1912
Vanuatu,6,1135,2294
Vanuatu,7,1324,2676
Vanuatu,8,1513,3058
Vanuatu,9,1702,3441
Vanuatu,10,1891,3823
Vanuatu,11,2080,4205
Vanuatu,12,2269,4587
Vanuatu,13,2458,4970
Vanuatu,14,2648,5352
Vanuatu,15,2837,5734
Vanuatu,16,3026,6116
Vanuatu,17,3215,6498
Vanuatu,18,3404,6881
Vanuatu,19,3593,7263
Vanuatu,20,3782,7645
Vanuatu,21,3971,8027
Vanuatu,22,4160,8410
Vanuatu,23,4349,8792
Vanuatu,24,4538,9174
Venezuela,1,0,0
Venezuela,2,0,0
Venezuela,3,0,0
Venezuela,4,0,0
Venezuela,5,0,0
Venezuela,6,0,0
Venezuela,7,0,0
Venezuela,8,0,0
Venezuela,9,0,0
Venezuela,10,0,0
Venezuela,11,0,0
Venezuela,12,0,0
Venezuela,13,0,0
Venezuela,14,0,0
Venezuela,15,0,0
Venezuela,16,0,0
Venezuela,17,0,0
Venezuela,18,0,0
Venezuela,19,0,0
Venezuela,20,0,0
Venezuela,21,0,0
Venezuela,22,0,0
Venezuela,23,0,0
